County Code, County Name, Precinct Code, Precinct Name, Polling Location, Polling Location Address,Overflow,
10,CHARLESTON,312,Mt. Pleasant 12,Mamie P. Whitesides Elementary School,1565 Rifle Range Rd Mt Pleasant  SC 29464,,
10,CHARLESTON,313,Mt. Pleasant 13,James B Edwards Elementary,855 Von Kolnitz Rd Mount Pleasant  SC 29464,,
10,CHARLESTON,314,Mt. Pleasant 14,James B Edwards Elementary,855 Von Kolnitz Rd Mount Pleasant  SC 29464,,
10,CHARLESTON,315,Mt. Pleasant 15,Mt Pleas Nat Guard Armory,245 Mathis Ferry Road Mt Pleasant  SC 29464,,
10,CHARLESTON,316,Mt. Pleasant 16,Mt Pleas Nat Guard Armory,245 Mathis Ferry Road Mt Pleasant  SC 29464,,
10,CHARLESTON,317,Mt. Pleasant 17,Seacoast Church,750 Long Point Road Mt Pleasant  SC 29464,,
10,CHARLESTON,318,Mt. Pleasant 18,Trident Academy,1455 Wakendaw Rd Mt Pleasant  SC 29464,,
10,CHARLESTON,319,Mt. Pleasant 19,Trident Academy,1455 Wakendaw Rd Mt Pleasant  SC 29464,,
10,CHARLESTON,302,Mt. Pleasant 2,Mt Pleas Mun Complex,100 Ann Edwards Lane Mt Pleasant  SC 29464,,
10,CHARLESTON,320,Mt. Pleasant 20,Mamie P. Whitesides Elementary School,1565 Rifle Range Rd Mt Pleasant  SC 29464,,
10,CHARLESTON,321,Mt. Pleasant 21,Mamie P. Whitesides Elementary School,1565 Rifle Range Rd Mt Pleasant  SC 29464,,
10,CHARLESTON,322,Mt. Pleasant 22,Christ Church,2304 N Highway 17 Mt Pleasant  SC 29464,,
10,CHARLESTON,323,Mt. Pleasant 23,Christ Church,2304 N Highway 17 Mt Pleasant  SC 29464,,
10,CHARLESTON,324,Mt. Pleasant 24,Christ Church,2304 N Highway 17 Mt Pleasant  SC 29464,,
10,CHARLESTON,325,Mt. Pleasant 25,Seacoast Church,750 Long Point Road Mt Pleasant  SC 29464,,
10,CHARLESTON,326,Mt. Pleasant 26,Jones Recreation Center,391 Egypt Road Mt Pleasant  SC 29464,,
10,CHARLESTON,327,Mt. Pleasant 27,Belle Hall Elem School,385 Egypt Road Mt Pleasant  SC 29464,,
10,CHARLESTON,328,Mt. Pleasant 28,Jones Recreation Center,391 Egypt Road Mt Pleasant  SC 29464,,
10,CHARLESTON,329,Mt. Pleasant 29,Jones Recreation Center,391 Egypt Road Mt Pleasant  SC 29464,,
10,CHARLESTON,303,Mt. Pleasant 3,Mt Pleas Nat Guard Armory,245 Mathis Ferry Road Mt Pleasant  SC 29464,,
10,CHARLESTON,330,Mt. Pleasant 30,Brickyard Community Ctr,1100 Brickyard Parkway Mt Pleasant  SC 29466,,
10,CHARLESTON,331,Mt. Pleasant 31,Point Hope UMC,3404 Turgot Ln Mount Pleasant  SC 29466,,
10,CHARLESTON,332,Mt. Pleasant 32,Point Hope UMC,3404 Turgot Ln Mount Pleasant  SC 29466,,
10,CHARLESTON,333,Mt. Pleasant 33,Thomas C Cario Middle Sch,3500 Thomas Cario Blvd Mt Pleasant  SC 29466,,
10,CHARLESTON,334,Mt. Pleasant 34,Point Hope UMC,3404 Turgot Ln Mount Pleasant  SC 29466,,
10,CHARLESTON,335,Mt. Pleasant 35,Mt Pleas Park West Rec Complex,1251 Park West Blvd Ste 103 Mt Pleasant  SC 29466,,
10,CHARLESTON,336,Mt. Pleasant 36,Jennie Moore Elem School,2725 Bulrush Basket Ln Mt Pleasant  SC 29466,,
10,CHARLESTON,337,Mt. Pleasant 37,Eastbridge Presbyterian Church,1250 Lexington Dr Mount Pleasant  SC 29466,,
10,CHARLESTON,338,Mt. Pleasant 38,Wando Library,1400 Carolina Park Blvd Mount Pleasant  SC 29466,,
10,CHARLESTON,339,Mt. Pleasant 39,Palmetto Presbyterian Church,1720 Carolina Park Blvd Mount Pleasant  SC 29466,,
10,CHARLESTON,304,Mt. Pleasant 4,Mt Pleas Mun Complex,100 Ann Edwards Lane Mt Pleasant  SC 29464,,
10,CHARLESTON,305,Mt. Pleasant 5,Mt Pleas Mun Complex,100 Ann Edwards Lane Mt Pleasant  SC 29464,,
10,CHARLESTON,306,Mt. Pleasant 6,Moultrie Middle School,645 Coleman Blvd Mt Pleasant  SC 29464,,
10,CHARLESTON,307,Mt. Pleasant 7,Moultrie Middle School,645 Coleman Blvd Mt Pleasant  SC 29464,,
10,CHARLESTON,308,Mt. Pleasant 8,Moultrie Middle School,645 Coleman Blvd Mt Pleasant  SC 29464,,
10,CHARLESTON,309,Mt. Pleasant 9,Moultrie Middle School,645 Coleman Blvd Mt Pleasant  SC 29464,,
10,CHARLESTON,601,North Charleston 1,Gethsemani Comm Center,2449 Beacon Street Charleston  SC 29405,,
10,CHARLESTON,610,North Charleston 10,Matilda Dunston Elem Sch,1825 Remount Road N Charleston  SC 29406,,
10,CHARLESTON,611,North Charleston 11,Royal Missionary Baptist Church,4750 Abraham Ave North Charleston  SC 29405,,
10,CHARLESTON,612,North Charleston 12,Royal Missionary Baptist Church,4750 Abraham Ave North Charleston  SC 29405,,
10,CHARLESTON,613,North Charleston 13,Royal Missionary Baptist Church,4750 Abraham Ave North Charleston  SC 29405,,
10,CHARLESTON,614,North Charleston 14,Royal Missionary Baptist Church,4750 Abraham Ave North Charleston  SC 29405,,
10,CHARLESTON,615,North Charleston 15,St John Catholic Church,3921 St Johns Avenue N Charleston  SC 29405,,
10,CHARLESTON,616,North Charleston 16,Royal Missionary Baptist Church,4750 Abraham Ave North Charleston  SC 29405,,
10,CHARLESTON,617,North Charleston 17,Royal Missionary Baptist Church,4750 Abraham Ave North Charleston  SC 29405,,
10,CHARLESTON,618,North Charleston 18,W B Goodwin Elem School,5501 Dorchester Road N Charleston  SC 29418,,
10,CHARLESTON,619,North Charleston 19,Garrett Academy Of Tech,2731 Gordon Street Charleston  SC 29405,,
10,CHARLESTON,602,North Charleston 2,Azalea Drive Church of Christ,3950 Azalea Dr North Charleston  SC 29405,,
10,CHARLESTON,620,North Charleston 20,W B Goodwin Elem School,5501 Dorchester Road N Charleston  SC 29418,,
10,CHARLESTON,621,North Charleston 21,Lambs Elem School,6800 Dorchester Road N Charleston  SC 29418,,
10,CHARLESTON,622,North Charleston 22,Lambs Elem School,6800 Dorchester Road N Charleston  SC 29418,,
10,CHARLESTON,623,North Charleston 23,Hunley Park Elem School,1000 Michigan Ave N Charleston  SC 29418,,
10,CHARLESTON,624,North Charleston 24,Hunley Park Elem School,1000 Michigan Ave N Charleston  SC 29418,,
10,CHARLESTON,625,North Charleston 25,Highland Terrace Comm Ctr,2401 Richardson Street N Charleston  SC 29406,,
10,CHARLESTON,626,North Charleston 26,Matilda Dunston Elem Sch,1825 Remount Road N Charleston  SC 29406,,
10,CHARLESTON,627,North Charleston 27,Midland Park Primary,2415 Midland Park Road N Charleston  SC 29406,,
10,CHARLESTON,628,North Charleston 28,Trident Tech 950 Bl Lobby,7000 Rivers Ave N Charleston  SC 29406,,
10,CHARLESTON,629,North Charleston 29,Midland Park Primary,2415 Midland Park Road N Charleston  SC 29406,,
10,CHARLESTON,603,North Charleston 3,Miner Crosby Building,3901 Paramount Drive Charleston  SC 29405,,
10,CHARLESTON,630,North Charleston 30,Pepperhill Elem School,3300 Creola Road N Charleston  SC 29420,,
10,CHARLESTON,604,North Charleston 4,Garrett Academy Of Tech,2731 Gordon Street Charleston  SC 29405,,
10,CHARLESTON,605,North Charleston 5,Azalea Drive Church of Christ,3950 Azalea Dr North Charleston  SC 29405,,
10,CHARLESTON,606,North Charleston 6,Mary Ford Elem School,3180 Thomasina McPherson Blvd N Charleston  SC 29405,,
10,CHARLESTON,607,North Charleston 7,Mary Ford Elem School,3180 Thomasina McPherson Blvd N Charleston  SC 29405,,
10,CHARLESTON,608,North Charleston 8,Royal Missionary Baptist Church,4750 Abraham Ave North Charleston  SC 29405,,
10,CHARLESTON,609,North Charleston 9,Royal Missionary Baptist Church,4750 Abraham Ave North Charleston  SC 29405,,
10,CHARLESTON,181,Seabrook,Property Owners Lake House,2319 Seabrook Island Rd Johns Island  SC 29455,,
10,CHARLESTON,501,St.Andrews 1,St Andrews School of Math & Science,30 Chadwick Dr Charleston  SC 29407,,
10,CHARLESTON,510,St.Andrews 10,Pinecrest Baptist Church,1285 Ashley Hall Road Charleston  SC 29407,,
10,CHARLESTON,511,St.Andrews 11,Masonic Center,1285 Orange Grove Rd Charleston  SC 29407,,
10,CHARLESTON,512,St.Andrews 12,Masonic Center,1285 Orange Grove Rd Charleston  SC 29407,,
10,CHARLESTON,513,St.Andrews 13,Masonic Center,1285 Orange Grove Rd Charleston  SC 29407,,
10,CHARLESTON,514,St.Andrews 14,Pinecrest Baptist Church,1285 Ashley Hall Road Charleston  SC 29407,,
10,CHARLESTON,515,St.Andrews 15,St Andrews Middle School,721 Wappoo Road Charleston  SC 29407,,
10,CHARLESTON,516,St.Andrews 16,Stono Park Elementary,314 Huntley Dr Charleston  SC 29407,,
10,CHARLESTON,517,St.Andrews 17,Oakland Elem School,505 Arlington Dr Apt A Charleston  SC 29414,,
10,CHARLESTON,518,St.Andrews 18,St Andrews Middle School,721 Wappoo Road Charleston  SC 29407,,
10,CHARLESTON,519,St.Andrews 19,Ashley River Elem School,1871 Wallace School Road Charleston  SC 29407,,
10,CHARLESTON,502,St.Andrews 2,St Andrews School of Math & Science,30 Chadwick Dr Charleston  SC 29407,,
10,CHARLESTON,520,St.Andrews 20,C E Williams Middle Sch (North Campus),1776 William Kennerty Dr Charleston  SC 29407,,
10,CHARLESTON,521,St.Andrews 21,Masonic Center,1285 Orange Grove Rd Charleston  SC 29407,,
10,CHARLESTON,522,St.Andrews 22,Old St. Andrews Parish,2604 Ashley River Rd Charleston  SC 29414,,
10,CHARLESTON,523,St.Andrews 23,Old St. Andrews Parish,2604 Ashley River Rd Charleston  SC 29414,,
10,CHARLESTON,524,St.Andrews 24,C E Williams Middle Sch (North Campus),1776 William Kennerty Dr Charleston  SC 29407,,
10,CHARLESTON,525,St.Andrews 25,C E Williams Middle Sch (North Campus),1776 William Kennerty Dr Charleston  SC 29407,,
10,CHARLESTON,526,St.Andrews 26,Essex Village Church of Christ,736 Savage Rd Charleston  SC 29414,,
10,CHARLESTON,527,St.Andrews 27,C E Williams Middle Sch (South Campus),3090 Sanders Rd Charleston  SC 29414,,
10,CHARLESTON,528,St.Andrews 28,Grace On The Ashley Churc,2014 Bees Ferry Road Charleston  SC 29414,,
10,CHARLESTON,529,St.Andrews 29,West Ashley High School,4060 Wildcat Boulevard Charleston  SC 29414,,
10,CHARLESTON,503,St.Andrews 3,W L Stephens Aquatic Ctr,780 W Oak Forest Dr Charleston  SC 29407,,
10,CHARLESTON,530,St.Andrews 30,C E Williams Middle Sch (North Campus),1776 William Kennerty Dr Charleston  SC 29407,,
10,CHARLESTON,531,St.Andrews 31,West Ashley High School,4060 Wildcat Boulevard Charleston  SC 29414,,
10,CHARLESTON,532,St.Andrews 32,Montessori Community School,2122 Wood Ave Charleston  SC 29414,,
10,CHARLESTON,533,St.Andrews 33,West Ashley High School,4060 Wildcat Boulevard Charleston  SC 29414,,
10,CHARLESTON,534,St.Andrews 34,Drayton Hall Elem School,3183 Ashley River Road Charleston  SC 29414,,
10,CHARLESTON,535,St.Andrews 35,Drayton Hall Elem School,3183 Ashley River Road Charleston  SC 29414,,
10,CHARLESTON,536,St.Andrews 36,Drayton Hall Elem School,3183 Ashley River Road Charleston  SC 29414,,
10,CHARLESTON,537,St.Andrews 37,Bees Landing Recreation Center,1580 Ashley Gardens Blvd Charleston  SC 29414,,
10,CHARLESTON,504,St.Andrews 4,St Andrews School of Math & Science,30 Chadwick Dr Charleston  SC 29407,,
10,CHARLESTON,505,St.Andrews 5,St Andrews School of Math & Science,30 Chadwick Dr Charleston  SC 29407,,
10,CHARLESTON,506,St.Andrews 6,Ashley River Baptist Church,1101 Savannah Hwy Charleston  SC 29407,,
10,CHARLESTON,507,St.Andrews 7,Stono Park Elementary,314 Huntley Dr Charleston  SC 29407,,
10,CHARLESTON,508,St.Andrews 8,St Andrews Middle School,721 Wappoo Road Charleston  SC 29407,,
10,CHARLESTON,509,St.Andrews 9,W L Stephens Aquatic Ctr,780 W Oak Forest Dr Charleston  SC 29407,,
10,CHARLESTON,460,St.Pauls 1,Adams Run Civic Ctr,5166 Highway 174 Adams Run  SC 29426,,
10,CHARLESTON,461,St.Pauls 2A,CC Blaney Elementary School,7184 Highway 162 Hollywood  SC 29449,,
10,CHARLESTON,462,St.Pauls 2B,CC Blaney Elementary School,7184 Highway 162 Hollywood  SC 29449,,
10,CHARLESTON,463,St.Pauls 3,Lowcountry Leadership Charter School,5139 Gibson Rd # A Hollywood  SC 29449,,
10,CHARLESTON,464,St.Pauls 4,Hollywood Library,5130 Highway 165 Hollywood  SC 29449,,
10,CHARLESTON,465,St.Pauls 5,E B Ellington Elem School,5540 Old Jacksonboro Road Ravenel  SC 29470,,
10,CHARLESTON,466,St.Pauls 6,E B Ellington Elem School,5540 Old Jacksonboro Road Ravenel  SC 29470,,
10,CHARLESTON,32,Sullivans Island,Sunrise Presbyterian Chur,3222 Middle St Sullivans Island  SC 29482,,
10,CHARLESTON,174,Wadmalaw Island 1,Edith Frierson Elem Schoo,6133 Maybank Highway Wadmalaw Island  SC 29487,,
10,CHARLESTON,175,Wadmalaw Island 2,Edith Frierson Elem Schoo,6133 Maybank Highway Wadmalaw Island  SC 29487,,
11,CHEROKEE,1,Allens,Corinth Elementary School,128 Corinth Rd Gaffney  SC 29340,,
11,CHEROKEE,2,Alma Mill,Alma Old Elementary School,213 Alma St Gaffney  SC 29340,,
11,CHEROKEE,3,Antioch and King's Creek,Antioch Community Bldg.,339 Antioch Rd Blackburg  SC 29702,,
11,CHEROKEE,4,Ashworth,Cherokee Creek Bapt. Ch. Act. Building,532 Buck Shoals Rd Gaffney  SC 29341,,
11,CHEROKEE,999,Barrier Free,Absentee/Administration Building,110 Railroad Ave Gaffney  SC 29340,,
11,CHEROKEE,6,Blacksburg Ward No. 2,Broad River Bapt.Church,419 W Cherokee St Blacksburg  SC 29702,,
11,CHEROKEE,10,Draytonville,Draytonville Elem. School,2373 Wilkinsville Rd Gaffney  SC 29340,,
11,CHEROKEE,11,Ezells and Butler,Crestview Baptist Church,153 Daniel Morgan School Rd Gaffney  SC 29341,,
11,CHEROKEE,12,Gaffney Ward No. 1,Cherokee Administration Building,110 Railroad Ave Gaffney  SC 29340,,
11,CHEROKEE,13,Gaffney Ward No. 2,Beltline Center Act. Bldg,125 Beltline Rd Gaffney  SC 29341,,
11,CHEROKEE,14,Gaffney Ward No. 3,Gaffney Middle School,805 E. Frederick St. Gaffney  SC 29340,,
11,CHEROKEE,15,Gaffney Ward No. 4,Limestone Presbyterian Church,109 S Limestone St Gaffney  SC 29340,,
11,CHEROKEE,16,Gaffney Ward No. 5,Central Baptist Church,500 E Montgomery St Gaffney  SC 29340,,
11,CHEROKEE,17,Gaffney Ward No. 6,Southside Baptist Church,204 W Oneal St Gaffney  SC 29340,,
11,CHEROKEE,19,Goucher and Thicketty,Goucher Baptist Church,415 Goucher Creek Rd Gaffney  SC 29340,,
11,CHEROKEE,18,Grassy Pond,Grassy Pond Elementary School,1146 Boiling Springs Hwy Gaffney  SC 29341,,
11,CHEROKEE,20,Holly Grove and Buffalo,Mt. Paran Church Act. Bld,105 Mt. Paran Rd. Blacksburg  SC 29702,,
11,CHEROKEE,21,Limestone Mill,Cherokee Avenue Baptist Church,805 Cherokee Ave Gaffney  SC 29340,,
11,CHEROKEE,22,Littlejohn's and Sarratt's,Rehoboth Bapt Ch Activity,110 Rehoboth Rd Gaffney  SC 29340,,
11,CHEROKEE,23,Macedonia,Macedonia Fire Dept,337 Macedonia Rd Gaffney  SC 29340,,
11,CHEROKEE,24,Morgan,Stateline Baptist Church,1328 State Line Rd Gaffney  SC 29341,,
11,CHEROKEE,25,Musgrove Mill,Broad River Electric,811 Hamrick Street Gaffney  SC 29340,,
11,CHEROKEE,26,Ninety Nine and Cherokee Falls,CKC Fire Dept,984 Old Chester Rd Blacksburg  SC 29702,,
11,CHEROKEE,27,Pleasant Grove,New Harvest Church Of God,120 Boiling Springs Hwy Gaffney  SC 29341,,
11,CHEROKEE,28,Pleasant Meadows,BD Lee Elem School,401 Overbrook Dr Gaffney  SC 29341,,
11,CHEROKEE,30,Timber Ridge,Corinth Fire Dept.,484 Corinth Rd Gaffney  SC 29340,,
11,CHEROKEE,31,White Plains,White Plains Bapt. Church,206 Soapstone Rd Gaffney  SC 29340,,
11,CHEROKEE,32,Wilkinsville and Metcalf,DMW Fire Department,538 McKowns Mountain Rd Gaffney  SC 29340,,
11,CHEROKEE,33,Wood's,Grassy Pond Baptist Church,254 Grassy Pond Rd Gaffney  SC 29341,,
12,CHESTER,1,Baldwin Mill,Baldwin,604 Brice St Chester  SC 29706,,
12,CHESTER,999,Barrier Free,Voter Registration Office,109 Ella St Chester  SC 29706,,
12,CHESTER,2,Baton Rouge,West Chester Community Center,2584 W Chester School Rd Chester  SC 29706,,
12,CHESTER,3,Beckhamville,Beckhamville,112 Chester Ave Great Falls  SC 29055,,
12,CHESTER,4,Blackstock,Blackstock First Baptist,907 Durham Rd Blackstock  SC 29014,,
12,CHESTER,29,Chester, Ward 1,Ward 1,154 Main St Chester  SC 29706,
12,CHESTER,30,Chester, Ward 2,Ward 2,100 Center St Chester  SC 29706,
12,CHESTER,31,Chester, Ward 3,Voter Registration Office,109 Ella St Chester  SC 29706,
12,CHESTER,32,Chester, Ward 4,Ward 4,130 Walnut St Chester  SC 29706,
12,CHESTER,33,Chester, Ward 5,Chester Ward 5,1476 J A Cochran Byp Chester  SC 29706,
12,CHESTER,9,Edgemoor,Edgemoor,4487 Edgeland Rd Edgemoor  SC 29712,,
12,CHESTER,10,Eureka Mill,Eureka,619 Saluda Rd Chester  SC 29706,,
12,CHESTER,11,Fort Lawn,Fort Lawn,554 Main St Fort Lawn  SC 29714,,
12,CHESTER,35,Great Falls,Great Falls,401 Dearborn St Great Falls  SC 29055,,
12,CHESTER,12,Halsellville,Halsellville,2344 W End Rd Chester  SC 29706,,
12,CHESTER,13,Hazelwood,Hazelwood,1660 Pleasant Grove Rd Chester  SC 29706,,
12,CHESTER,34,Lando/Landsford,Lando/Landsford,1966 Westbrook Rd Edgemoor  SC 29712,,
12,CHESTER,18,Lowrys,Lowrys Community Center,2266 Old York Rd Lowrys  SC 29706,,
12,CHESTER,21,Richburg,Richburg,201 N Main St Richburg  SC 29729,,
12,CHESTER,22,Rodman,Cedar Grove Baptist Church,2624 Saluda Rd Chester  SC 29706,,
12,CHESTER,23,Rossville,Tabernacle Ministries,4500 Great Falls Hwy Great Falls  SC 29055,,
12,CHESTER,24,Wilksburg,Wilksburg Baptist Church,3137 Pinckney Rd Chester  SC 29706,,
13,CHESTERFIELD,1,Angelus-Catarrh,Angelus Community Center,1859 Macedonia Angelus Rd Jefferson  SC 29718,,
13,CHESTERFIELD,999,Barrier Free,Voter Registration Office,205 W Main St Chesterfield  SC 29709,,
13,CHESTERFIELD,2,Bay Springs,Bay Springs Fire Dept,8894 Hartsville Ruby Rd Patrick  SC 29584,,
13,CHESTERFIELD,3,Black Creek,Black Creek Sandhills VFD Station 4,8713 Highway 265 Mt Croghan  SC 29727,,
13,CHESTERFIELD,4,Brocks Mill,Brocks Mill Bapt Church,4218 Brocks Mill Rd Cheraw  SC 29520,,
13,CHESTERFIELD,5,Cash,Cash Fire Dept,143 Becker Rd Cheraw  SC 29520,,
13,CHESTERFIELD,6,Center Grove-Winzo,Central High School,200 Zion Church Rd Pageland  SC 29728,,
13,CHESTERFIELD,7,Cheraw No. 1,Cheraw Community Center,200 Powe St Cheraw  SC 29520,,
13,CHESTERFIELD,8,Cheraw No. 2,Cheraw Fire Department,12 Chesterfield Hwy Cheraw  SC 29520,,
13,CHESTERFIELD,9,Cheraw No. 3,First Bapt Ch Rec Bldg,126 Greene St Cheraw  SC 29520,,
13,CHESTERFIELD,10,Cheraw No. 4,Northeastern Tec College,1201 Chesterfield Hwy Cheraw  SC 29520,,
13,CHESTERFIELD,11,Courthouse,Courthse Multipurpose Rm,200 West Main St Chesterfield  SC 29709,,
13,CHESTERFIELD,12,Dudley-Mangum,Wolfe Pond Church,78 Wolfe Church Rd Pageland  SC 29728,,
13,CHESTERFIELD,13,Grants Mill,Teals Mill Fire Dept,5005 Teals Mill Road Chesterfield  SC 29709,,
13,CHESTERFIELD,14,Jefferson,Jefferson Community Centr,117 W Church St Jefferson  SC 29718,,
13,CHESTERFIELD,15,McBee,McBee High School,264 E Pine Ave Mc Bee  SC 29101,,
13,CHESTERFIELD,16,Middendorf,Alligator Fire Dept,19028 Hwy 1 Hartsville  SC 29550,,
13,CHESTERFIELD,17,Mt. Croghan,Mt. Croghan Town Hall,55 Burch St Mt Croghan  SC 29727,,
13,CHESTERFIELD,18,Ousleydale,Plainview School,16002 Hwy 102 Patrick  SC 29584,,
13,CHESTERFIELD,19,Pageland No. 1,Pageland Community Center,1113 W McGregor St Pageland  SC 29728,,
13,CHESTERFIELD,20,Pageland No. 2,Pageland Fire Dept,111 N Poplar St Pageland  SC 29728,,
13,CHESTERFIELD,21,Patrick,Patrick Rescue Squad Bldg,115 S Main St Patrick  SC 29584,,
13,CHESTERFIELD,22,Pee Dee,Harris Creek Fire Dept,3243 Byrd Rd Society Hill  SC 29593,,
13,CHESTERFIELD,23,Ruby,Ruby Elementary School,249 Thurman Avenue Ruby  SC  SC 29741,,
13,CHESTERFIELD,24,Shiloh,Shiloh Fish House,3388 Hwy 102 S Chesterfield  SC 29709,,
13,CHESTERFIELD,25,Snow Hill-Vaughn,Old Robert's Rib Building,4513 Highway 145 N Chesterfield  SC 29709,,
14,CLARENDON,1,Alcolu,Alcolu Fire Station,1612 Main St Alcolu  SC 29001,,
14,CLARENDON,999,Barrier Free,Voter Registration Office,411 Sunset Dr Manning  SC 29102,,
14,CLARENDON,2,Barrineau,Barrineau Fire Station,3803 Saint James Rd Lake City  SC 29560,,
14,CLARENDON,3,Barrows Mill,Oakdale Union Fire Station,1757 Fire Tower Rd New Zion  SC 29111,,
14,CLARENDON,4,Bloomville,Liberty Fire Station,5119 Brewer Road Manning  SC 29102,,
14,CLARENDON,5,Calvary,Panola Fire Station,1984 Elliott Rd Pinewood  SC 29125,,
14,CLARENDON,6,Davis Station,Davis Station Fire Station,2684 Mw Rickenbaker Rd Manning  SC 29102,,
14,CLARENDON,7,Harmony,Harmony Pres. Church,8629 Highway 301 Alcolu  SC 29001,,
14,CLARENDON,8,Hicks,Turbeville Town Hall,1400 Main St Turbeville  SC 29162,,
14,CLARENDON,9,Home Branch,Paxville Town Hall,10279 Lewis Rd Manning  SC 29102,,
14,CLARENDON,10,Jordan,Wyboo Fire Station (New),9699 Highway 260 Manning  SC 29102,,
14,CLARENDON,11,Manning No. 1,Weldon Auditorium Lobby,7 Maple St Manning  SC 29102,,
14,CLARENDON,12,Manning No. 2,Clarendon County Administration Building,411 Sunset Dr Manning  SC 29102,,
14,CLARENDON,13,Manning No. 3,Clarendon County Administration Building,411 Sunset Dr Manning  SC 29102,,
14,CLARENDON,14,Manning No. 4,Manning Fire Station,42 W Boyce St Manning  SC 29102,,
14,CLARENDON,15,Manning No. 5,Manning United Methodist Church,17 Rigby St Manning  SC 29102,,
14,CLARENDON,16,New Zion,Clarendon County EMS Building,15677 Highway 301 New Zion  SC 29111,,
14,CLARENDON,25,Oakdale,Oakdale Union Fire Station,1757 Fire Tower Rd New Zion  SC 29111,,
14,CLARENDON,18,Panola,Mt. Pleasant Rume Church,14076 Panola Rd Pinewood  SC 29125,,
14,CLARENDON,17,Paxville,Paxville Town Hall,10279 Lewis Rd Manning  SC 29102,,
14,CLARENDON,19,Sardinia-Gable,Melina Presbyterian Church,3539 Black River Rd Gable  SC 29051,,
14,CLARENDON,20,Summerton No. 1,Summerton Fire Station,6 N Cantey St Summerton  SC 29148,,
14,CLARENDON,21,Summerton No. 2,Clarendon1 Community Resource Center Gym,1154 4th St Summerton  SC 29148,,
14,CLARENDON,22,Summerton No. 3,Clarendon1 Community Resource Center Gym,1154 4th St Summerton  SC 29148,,
14,CLARENDON,23,Turbeville,Turbeville Town Hall,1400 Main St Turbeville  SC 29162,,
14,CLARENDON,24,Wilson-Foreston,Wilson-Foreston Fire Station,1015 N Brewington Rd Manning  SC 29102,,
15,COLLETON,38,Ashton-Lodge,Fire & Rescue Station #3,8667 Lodge Hwy Lodge  SC 29082,,
15,COLLETON,999,Barrier Free,Voter Registration & Elections,2471 Jefferies Hwy Walterboro  SC 29488,,
15,COLLETON,2,Bells,Bells Elementary School,12088 Bells Hwy Ruffin  SC 29475,,
15,COLLETON,39,Berea-Smoaks,Fire & Rescue Station #7,27250 Lowcountry Hwy Smoaks  SC 29481,,
15,COLLETON,5,Canadys,Fire & Rescue Station #5,13871 Augusta Hwy Round O  SC 29474,,
15,COLLETON,6,Cottageville,Cottageville Elementary School,648 Peirce Rd Cottageville  SC 29435,,
15,COLLETON,7,Edisto,Fire & Rescue Station #17,6800 Sunrise Rd Smoaks  SC 29481,,
15,COLLETON,35,Edisto Beach,Edisto Beach Town Hall,2414 Murray St Edisto Beach  SC 29438,,
15,COLLETON,8,Green Pond,Green Pond Fire-Rescue Station #6,503 Fire Station Rd Green Pond  SC 29446,,
15,COLLETON,9,Hendersonville,Hendersonville Elementary School,6089 Hendersonville Hwy Walterboro  SC 29488,,
15,COLLETON,10,Horse Pen,Colleton County High School,150 Cougar Nation Dr Walterboro  SC 29488,,
15,COLLETON,11,Hudson Mill,Fire & Rescue Station #4,2425 Azalea Patch Rd Ruffin  SC 29475,,
15,COLLETON,12,Jacksonboro,Jacksonboro Fire-Rescue Station #2,150 Clinic Dr Jacksonboro  SC 29452,,
15,COLLETON,14,Maple Cane,Maple Cane Baptist Church,21324 Augusta Hwy Cottageville  SC 29435,,
15,COLLETON,15,Mashawville,Neyles Community Center,445 Featherbed Rd Round O  SC 29474,,
15,COLLETON,17,Peeples,Northside Elementary School,1929 Industrial Rd Walterboro  SC 29488,,
15,COLLETON,19,Peniel,Fire & Rescue Station #1,229 Mabel T Willis Blvd Walterboro  SC 29488,,
15,COLLETON,18,Petits,Fire & Rescue Station #8,3551 Black Creek Rd Walterboro  SC 29488,,
15,COLLETON,22,Rice Patch,Fire & Rescue Station #15,547 Ashton Rd Islandton  SC 29929,,
15,COLLETON,20,Ritter,Ritter Fire-Rescue Station #22,3547 Possum Corner Rd Walterboro  SC 29488,,
15,COLLETON,21,Round O,Bethlehem Baptist Church,12898 Round O Rd Round O  SC 29474,,
15,COLLETON,23,Ruffin,Ruffin Community Center,7745 Ruffin Rd Ruffin  SC 29475,,
15,COLLETON,24,Sidneys,Fire & Rescue Station #36,19576 Augusta Hwy Cottageville  SC 29435,,
15,COLLETON,27,Sniders,Sniders Fire & Rescue Station #29,8737 Cane Branch Rd Ruffin  SC 29475,,
15,COLLETON,26,Stokes,Doctors Creek Baptist Church,126 Doctors Creek Rd Walterboro  SC 29488,,
15,COLLETON,29,Walterboro No. 1,Dogwood Hills Golf Course,1 Dogwood Ln Walterboro  SC 29488,,
15,COLLETON,30,Walterboro No. 2,Colleton Civic Center,494 Hampton St Walterboro  SC 29488,,
15,COLLETON,31,Walterboro No. 3,Clemson Coop Ext Building,611 Black St Rm 222 Walterboro  SC 29488,,
15,COLLETON,32,Walterboro No. 4,Forest Hills Elementary School,633 Hiers Corner Rd Walterboro  SC 29488,,
15,COLLETON,36,Walterboro No. 5,Colleton County Middle School,1379 Tuskegee Airmen Dr Walterboro  SC 29488,,
15,COLLETON,40,Walterboro No. 6,Fire & Rescue Station #24,111 Fox Field Rd Walterboro  SC 29488,,
